,Time (UTC+10),Regions VIC Trading Price ($/MWh),charging_or_not,discharging_or_not,raw_power,market_dispatch,opening_capacity,closing_capacity,revenue
121,2018-01-03 12:30:00,73.1,0,0,0,0,280,280,0
122,2018-01-03 13:00:00,72.73,0,0,0,0,280,280,0
123,2018-01-03 13:30:00,72.04,0,0,0,0,280,280,0
124,2018-01-03 14:00:00,76.79,0,1,300,135,280,130,10273
125,2018-01-03 14:30:00,73.56,0,0,0,0,130,130,0
126,2018-01-03 15:00:00,74.14,0,0,0,0,130,130,0
127,2018-01-03 15:30:00,70.81,0,0,0,0,130,130,0
128,2018-01-03 16:00:00,72.27,0,0,0,0,130,130,0
129,2018-01-03 16:30:00,70.84,0,0,0,0,130,130,0
130,2018-01-03 17:00:00,71.56,0,0,0,0,130,130,0
131,2018-01-03 17:30:00,69.83,0,0,0,0,130,130,0
132,2018-01-03 18:00:00,66.88,0,0,0,0,130,130,0
133,2018-01-03 18:30:00,73.66,0,1,288,129,130,0,9417
134,2018-01-03 19:00:00,76.22,0,1,0,0,0,0,0
135,2018-01-03 19:30:00,77.83,0,1,0,0,0,0,0
136,2018-01-03 20:00:00,71.99,0,1,0,0,0,0,0
137,2018-01-03 20:30:00,66.75,0,1,0,0,0,0,0
138,2018-01-03 21:00:00,63.98,0,0,0,0,0,0,0
139,2018-01-03 21:30:00,63.74,0,0,0,0,0,0,0
140,2018-01-03 22:00:00,62.66,0,0,0,0,0,0,0
141,2018-01-03 22:30:00,62.53,0,0,0,0,0,0,0
142,2018-01-03 23:00:00,63.84,0,0,0,0,0,0,0
143,2018-01-03 23:30:00,68.42,0,1,0,0,0,0,0
144,2018-01-04 00:00:00,69.84,0,1,0,0,0,0,0
145,2018-01-04 00:30:00,64.18,0,1,0,0,0,0,0
146,2018-01-04 01:00:00,59.57,0,1,0,0,0,0,0
147,2018-01-04 01:30:00,49.52,1,0,-300,-150,0,135,-7495
148,2018-01-04 02:00:00,51.14,1,0,-300,-150,135,270,-7741
149,2018-01-04 02:30:00,53.93,0,0,0,0,270,270,0
150,2018-01-04 03:00:00,54.01,0,0,0,0,270,270,0
151,2018-01-04 03:30:00,40.4,1,0,-300,-150,270,405,-6115
152,2018-01-04 04:00:00,52.69,1,0,-300,-150,405,540,-7975
153,2018-01-04 04:30:00,53.16,1,0,-88,-44,540,580,-2360
154,2018-01-04 05:00:00,54.53,1,0,0,0,580,580,0
155,2018-01-04 05:30:00,59.28,1,0,0,0,580,580,0
156,2018-01-04 06:00:00,61.77,1,0,0,0,580,580,0
157,2018-01-04 06:30:00,70.66,1,0,0,0,580,580,0
158,2018-01-04 07:00:00,83.53,0,0,0,0,580,580,0
159,2018-01-04 07:30:00,80.31,1,0,0,0,580,580,0
160,2018-01-04 08:00:00,96.98,0,1,300,135,580,430,12974
161,2018-01-04 08:30:00,89.83,0,0,0,0,430,430,0
162,2018-01-04 09:00:00,91.34,0,0,0,0,430,430,0
163,2018-01-04 09:30:00,81.61,0,0,0,0,430,430,0
164,2018-01-04 10:00:00,82.48,0,0,0,0,430,430,0
165,2018-01-04 10:30:00,84.18,0,0,0,0,430,430,0
166,2018-01-04 11:00:00,99.17,0,1,300,135,430,280,13267
167,2018-01-04 11:30:00,96.16,0,1,300,135,280,130,12865
168,2018-01-04 12:00:00,89.93,0,0,0,0,130,130,0
169,2018-01-04 12:30:00,71.07,1,0,-300,-150,130,265,-10757
170,2018-01-04 13:00:00,78.66,1,0,-300,-150,265,400,-11906
171,2018-01-04 13:30:00,73.1,1,0,-300,-150,400,535,-11065
172,2018-01-04 14:00:00,84.93,0,0,0,0,535,535,0
173,2018-01-04 14:30:00,93.97,0,0,0,0,535,535,0
174,2018-01-04 15:00:00,82.44,1,0,-100,-50,535,580,-4159
175,2018-01-04 15:30:00,98.26,0,0,0,0,580,580,0
176,2018-01-04 16:00:00,102.71,0,1,300,135,580,430,13741
177,2018-01-04 16:30:00,88.07,0,0,0,0,430,430,0
178,2018-01-04 17:00:00,100.23,0,1,300,135,430,280,13409
179,2018-01-04 17:30:00,97.94,0,1,300,135,280,130,13103
180,2018-01-04 18:00:00,95.09,0,1,288,129,130,0,12156
181,2018-01-04 18:30:00,79.99,0,0,0,0,0,0,0
182,2018-01-04 19:00:00,68.93,0,0,0,0,0,0,0
183,2018-01-04 19:30:00,88.76,0,0,0,0,0,0,0
184,2018-01-04 20:00:00,97.99,0,1,0,0,0,0,0
185,2018-01-04 20:30:00,98.12,0,1,0,0,0,0,0
186,2018-01-04 21:00:00,90.66,0,1,0,0,0,0,0
187,2018-01-04 21:30:00,71.57,0,0,0,0,0,0,0
188,2018-01-04 22:00:00,67.9,0,0,0,0,0,0,0
189,2018-01-04 22:30:00,64.97,0,0,0,0,0,0,0
190,2018-01-04 23:00:00,63.21,0,0,0,0,0,0,0
191,2018-01-04 23:30:00,81.61,0,1,0,0,0,0,0
192,2018-01-05 00:00:00,114.52,0,1,0,0,0,0,0
193,2018-01-05 00:30:00,78.06,0,1,0,0,0,0,0
194,2018-01-05 01:00:00,75.22,0,1,0,0,0,0,0
195,2018-01-05 01:30:00,61.5,0,0,0,0,0,0,0
196,2018-01-05 02:00:00,57.48,0,0,0,0,0,0,0
197,2018-01-05 02:30:00,55.34,1,0,-300,-150,0,135,-8376
198,2018-01-05 03:00:00,56.63,0,0,0,0,135,135,0
199,2018-01-05 03:30:00,56.06,1,0,-300,-150,135,270,-8485
200,2018-01-05 04:00:00,53.9,1,0,-300,-150,270,405,-8158
201,2018-01-05 04:30:00,58.19,1,0,-300,-150,405,540,-8808
202,2018-01-05 05:00:00,56.53,1,0,-88,-44,540,580,-2510
203,2018-01-05 05:30:00,60.73,1,0,0,0,580,580,0
204,2018-01-05 06:00:00,73.51,1,0,0,0,580,580,0
205,2018-01-05 06:30:00,114.61,0,1,300,135,580,430,15333
206,2018-01-05 07:00:00,116.89,0,1,300,135,430,280,15638
207,2018-01-05 07:30:00,76.46,1,0,-300,-150,280,415,-11573
208,2018-01-05 08:00:00,84.37,0,0,0,0,415,415,0
209,2018-01-05 08:30:00,90.96,0,0,0,0,415,415,0
210,2018-01-05 09:00:00,92.82,0,0,0,0,415,415,0
211,2018-01-05 09:30:00,88.26,0,0,0,0,415,415,0
212,2018-01-05 10:00:00,76.6,1,0,-300,-150,415,550,-11594
213,2018-01-05 10:30:00,77.9,1,0,-66,-33,550,580,-2594
214,2018-01-05 11:00:00,74.84,1,0,0,0,580,580,0
215,2018-01-05 11:30:00,83.97,1,0,0,0,580,580,0
216,2018-01-05 12:00:00,97.11,0,0,0,0,580,580,0
217,2018-01-05 12:30:00,113.38,0,0,0,0,580,580,0
218,2018-01-05 13:00:00,90.12,1,0,0,0,580,580,0
219,2018-01-05 13:30:00,100.31,0,0,0,0,580,580,0
220,2018-01-05 14:00:00,97.01,1,0,0,0,580,580,0
221,2018-01-05 14:30:00,115.06,0,0,0,0,580,580,0
222,2018-01-05 15:00:00,95.8,1,0,0,0,580,580,0
223,2018-01-05 15:30:00,98.74,1,0,0,0,580,580,0
224,2018-01-05 16:00:00,109.68,0,0,0,0,580,580,0
225,2018-01-05 16:30:00,109.39,0,0,0,0,580,580,0
226,2018-01-05 17:00:00,128.02,0,1,300,135,580,430,17127
227,2018-01-05 17:30:00,115.64,0,0,0,0,430,430,0
228,2018-01-05 18:00:00,150.99,0,1,300,135,430,280,20200
229,2018-01-05 18:30:00,146.27,0,1,300,135,280,130,19569
230,2018-01-05 19:00:00,106.28,0,1,288,129,130,0,13587
231,2018-01-05 19:30:00,84.57,0,0,0,0,0,0,0
232,2018-01-05 20:00:00,99.45,0,1,0,0,0,0,0
233,2018-01-05 20:30:00,97.58,0,1,0,0,0,0,0
234,2018-01-05 21:00:00,80.73,0,1,0,0,0,0,0
235,2018-01-05 21:30:00,77.38,0,1,0,0,0,0,0
236,2018-01-05 22:00:00,76.58,0,1,0,0,0,0,0
237,2018-01-05 22:30:00,65.34,0,0,0,0,0,0,0
238,2018-01-05 23:00:00,68.11,0,1,0,0,0,0,0
239,2018-01-05 23:30:00,69.87,0,1,0,0,0,0,0
240,2018-01-06 00:00:00,66.67,0,1,0,0,0,0,0
241,2018-01-06 00:30:00,66.99,0,1,0,0,0,0,0
242,2018-01-06 01:00:00,59.36,0,1,0,0,0,0,0
243,2018-01-06 01:30:00,54.38,0,1,0,0,0,0,0
244,2018-01-06 02:00:00,48.43,0,1,0,0,0,0,0
245,2018-01-06 02:30:00,38.51,0,0,0,0,0,0,0
246,2018-01-06 03:00:00,33.7,1,0,-300,-150,0,135,-5101
247,2018-01-06 03:30:00,35.36,1,0,-300,-150,135,270,-5352
248,2018-01-06 04:00:00,36.97,1,0,-300,-150,270,405,-5596
249,2018-01-06 04:30:00,37.96,0,0,0,0,405,405,0
250,2018-01-06 05:00:00,36.0,1,0,-300,-150,405,540,-5449
251,2018-01-06 05:30:00,35.89,1,0,-88,-44,540,580,-1594
252,2018-01-06 06:00:00,37.78,1,0,0,0,580,580,0
253,2018-01-06 06:30:00,49.49,1,0,0,0,580,580,0
254,2018-01-06 07:00:00,52.53,1,0,0,0,580,580,0
255,2018-01-06 07:30:00,55.08,1,0,0,0,580,580,0
256,2018-01-06 08:00:00,58.68,1,0,0,0,580,580,0
257,2018-01-06 08:30:00,61.47,1,0,0,0,580,580,0
258,2018-01-06 09:00:00,67.79,1,0,0,0,580,580,0
259,2018-01-06 09:30:00,78.25,0,0,0,0,580,580,0
260,2018-01-06 10:00:00,82.96,0,0,0,0,580,580,0
261,2018-01-06 10:30:00,72.1,1,0,0,0,580,580,0
262,2018-01-06 11:00:00,64.6,1,0,0,0,580,580,0
263,2018-01-06 11:30:00,73.13,1,0,0,0,580,580,0
264,2018-01-06 12:00:00,71.96,1,0,0,0,580,580,0
265,2018-01-06 12:30:00,76.06,1,0,0,0,580,580,0
266,2018-01-06 13:00:00,86.09,1,0,0,0,580,580,0
267,2018-01-06 13:30:00,82.64,1,0,0,0,580,580,0
268,2018-01-06 14:00:00,85.54,1,0,0,0,580,580,0
269,2018-01-06 14:30:00,87.83,1,0,0,0,580,580,0
270,2018-01-06 15:00:00,96.44,0,0,0,0,580,580,0
271,2018-01-06 15:30:00,99.85,0,0,0,0,580,580,0
272,2018-01-06 16:00:00,106.35,0,1,300,135,580,430,14228
273,2018-01-06 16:30:00,111.8,0,1,300,135,430,280,14957
274,2018-01-06 17:00:00,102.51,0,1,300,135,280,130,13714
275,2018-01-06 17:30:00,91.14,0,0,0,0,130,130,0
276,2018-01-06 18:00:00,92.48,0,0,0,0,130,130,0
277,2018-01-06 18:30:00,94.44,0,1,288,129,130,0,12073
278,2018-01-06 19:00:00,100.53,0,1,0,0,0,0,0
279,2018-01-06 19:30:00,98.15,0,1,0,0,0,0,0
280,2018-01-06 20:00:00,89.99,0,1,0,0,0,0,0
281,2018-01-06 20:30:00,87.95,0,1,0,0,0,0,0
282,2018-01-06 21:00:00,84.85,0,1,0,0,0,0,0
283,2018-01-06 21:30:00,79.41,0,1,0,0,0,0,0
284,2018-01-06 22:00:00,67.25,0,0,0,0,0,0,0
285,2018-01-06 22:30:00,71.34,0,1,0,0,0,0,0
286,2018-01-06 23:00:00,67.42,0,0,0,0,0,0,0
287,2018-01-06 23:30:00,71.55,0,1,0,0,0,0,0
288,2018-01-07 00:00:00,83.63,0,1,0,0,0,0,0
289,2018-01-07 00:30:00,66.92,0,1,0,0,0,0,0
290,2018-01-07 01:00:00,69.28,0,1,0,0,0,0,0
291,2018-01-07 01:30:00,59.87,0,1,0,0,0,0,0
292,2018-01-07 02:00:00,54.62,0,1,0,0,0,0,0
293,2018-01-07 02:30:00,53.76,0,0,0,0,0,0,0
294,2018-01-07 03:00:00,53.09,0,0,0,0,0,0,0
295,2018-01-07 03:30:00,54.41,0,0,0,0,0,0,0
296,2018-01-07 04:00:00,52.99,0,0,0,0,0,0,0
297,2018-01-07 04:30:00,52.82,0,0,0,0,0,0,0
298,2018-01-07 05:00:00,49.79,1,0,-300,-150,0,135,-7536
299,2018-01-07 05:30:00,52.57,1,0,-300,-150,135,270,-7957
300,2018-01-07 06:00:00,53.47,1,0,-300,-150,270,405,-8093
301,2018-01-07 06:30:00,52.47,1,0,-300,-150,405,540,-7942
302,2018-01-07 07:00:00,54.42,1,0,-88,-44,540,580,-2416
303,2018-01-07 07:30:00,59.55,1,0,0,0,580,580,0
304,2018-01-07 08:00:00,64.85,1,0,0,0,580,580,0
305,2018-01-07 08:30:00,71.57,1,0,0,0,580,580,0
306,2018-01-07 09:00:00,83.86,0,0,0,0,580,580,0
307,2018-01-07 09:30:00,82.87,0,0,0,0,580,580,0
308,2018-01-07 10:00:00,79.59,1,0,0,0,580,580,0
309,2018-01-07 10:30:00,82.66,1,0,0,0,580,580,0
310,2018-01-07 11:00:00,85.88,1,0,0,0,580,580,0
311,2018-01-07 11:30:00,77.65,1,0,0,0,580,580,0
312,2018-01-07 12:00:00,90.67,0,0,0,0,580,580,0
313,2018-01-07 12:30:00,87.49,1,0,0,0,580,580,0
314,2018-01-07 13:00:00,87.65,1,0,0,0,580,580,0
315,2018-01-07 13:30:00,88.05,1,0,0,0,580,580,0
316,2018-01-07 14:00:00,90.87,1,0,0,0,580,580,0
317,2018-01-07 14:30:00,93.31,1,0,0,0,580,580,0
318,2018-01-07 15:00:00,105.33,0,0,0,0,580,580,0
319,2018-01-07 15:30:00,110.22,0,0,0,0,580,580,0
320,2018-01-07 16:00:00,106.82,0,0,0,0,580,580,0
321,2018-01-07 16:30:00,117.24,0,1,300,135,580,430,15685
322,2018-01-07 17:00:00,125.39,0,1,300,135,430,280,16775
323,2018-01-07 17:30:00,109.94,0,1,300,135,280,130,14708
324,2018-01-07 18:00:00,98.71,0,1,288,129,130,0,12619
325,2018-01-07 18:30:00,91.68,0,0,0,0,0,0,0
326,2018-01-07 19:00:00,105.33,0,1,0,0,0,0,0
327,2018-01-07 19:30:00,97.78,0,1,0,0,0,0,0
328,2018-01-07 20:00:00,90.13,0,0,0,0,0,0,0
329,2018-01-07 20:30:00,87.9,0,0,0,0,0,0,0
330,2018-01-07 21:00:00,82.3,0,0,0,0,0,0,0
331,2018-01-07 21:30:00,77.87,0,0,0,0,0,0,0
332,2018-01-07 22:00:00,66.59,0,0,0,0,0,0,0
333,2018-01-07 22:30:00,92.33,0,0,0,0,0,0,0
334,2018-01-07 23:00:00,84.28,0,0,0,0,0,0,0
335,2018-01-07 23:30:00,79.27,0,0,0,0,0,0,0
336,2018-01-08 00:00:00,96.64,0,1,0,0,0,0,0
337,2018-01-08 00:30:00,96.04,0,1,0,0,0,0,0
338,2018-01-08 01:00:00,101.95,0,1,0,0,0,0,0
339,2018-01-08 01:30:00,66.57,0,0,0,0,0,0,0
340,2018-01-08 02:00:00,56.5,0,0,0,0,0,0,0
341,2018-01-08 02:30:00,56.17,1,0,-300,-150,0,135,-8502
342,2018-01-08 03:00:00,55.96,1,0,-300,-150,135,270,-8470
343,2018-01-08 03:30:00,56.38,1,0,-300,-150,270,405,-8534
344,2018-01-08 04:00:00,56.22,1,0,-300,-150,405,540,-8510
345,2018-01-08 04:30:00,60.28,1,0,-88,-44,540,580,-2676
346,2018-01-08 05:00:00,91.8,0,0,0,0,580,580,0
347,2018-01-08 05:30:00,93.24,0,0,0,0,580,580,0
348,2018-01-08 06:00:00,105.93,0,1,300,135,580,430,14172
349,2018-01-08 06:30:00,94.39,0,0,0,0,430,430,0
350,2018-01-08 07:00:00,108.6,0,1,300,135,430,280,14529
351,2018-01-08 07:30:00,81.84,1,0,-300,-150,280,415,-12387
352,2018-01-08 08:00:00,84.96,1,0,-300,-150,415,550,-12860
353,2018-01-08 08:30:00,87.0,1,0,-66,-33,550,580,-2897
354,2018-01-08 09:00:00,87.0,1,0,0,0,580,580,0
355,2018-01-08 09:30:00,87.0,1,0,0,0,580,580,0
356,2018-01-08 10:00:00,87.0,1,0,0,0,580,580,0
357,2018-01-08 10:30:00,91.15,1,0,0,0,580,580,0
358,2018-01-08 11:00:00,97.84,0,0,0,0,580,580,0
359,2018-01-08 11:30:00,94.35,0,0,0,0,580,580,0
360,2018-01-08 12:00:00,92.21,1,0,0,0,580,580,0
361,2018-01-08 12:30:00,98.01,0,1,300,135,580,430,13112
362,2018-01-08 13:00:00,100.65,0,1,300,135,430,280,13465
363,2018-01-08 13:30:00,101.85,0,1,300,135,280,130,13626
364,2018-01-08 14:00:00,96.5,0,1,288,129,130,0,12336
365,2018-01-08 14:30:00,91.1,0,0,0,0,0,0,0
366,2018-01-08 15:00:00,95.94,0,0,0,0,0,0,0
367,2018-01-08 15:30:00,92.27,0,0,0,0,0,0,0
368,2018-01-08 16:00:00,96.96,0,1,0,0,0,0,0
369,2018-01-08 16:30:00,95.94,0,1,0,0,0,0,0
370,2018-01-08 17:00:00,96.91,0,1,0,0,0,0,0
371,2018-01-08 17:30:00,86.83,0,0,0,0,0,0,0
372,2018-01-08 18:00:00,87.0,0,1,0,0,0,0,0
373,2018-01-08 18:30:00,87.0,0,0,0,0,0,0,0
374,2018-01-08 19:00:00,87.0,0,0,0,0,0,0,0
375,2018-01-08 19:30:00,87.23,0,1,0,0,0,0,0
376,2018-01-08 20:00:00,86.96,0,0,0,0,0,0,0
377,2018-01-08 20:30:00,87.0,0,1,0,0,0,0,0
378,2018-01-08 21:00:00,86.78,0,1,0,0,0,0,0
379,2018-01-08 21:30:00,87.0,0,1,0,0,0,0,0
380,2018-01-08 22:00:00,80.01,0,0,0,0,0,0,0
381,2018-01-08 22:30:00,85.05,0,1,0,0,0,0,0
382,2018-01-08 23:00:00,82.94,0,1,0,0,0,0,0
383,2018-01-08 23:30:00,87.73,0,1,0,0,0,0,0
384,2018-01-09 00:00:00,85.08,0,1,0,0,0,0,0
385,2018-01-09 00:30:00,81.79,0,1,0,0,0,0,0
386,2018-01-09 01:00:00,77.72,0,1,0,0,0,0,0
387,2018-01-09 01:30:00,77.04,0,1,0,0,0,0,0
388,2018-01-09 02:00:00,75.53,0,1,0,0,0,0,0
389,2018-01-09 02:30:00,68.56,0,0,0,0,0,0,0
390,2018-01-09 03:00:00,66.64,0,0,0,0,0,0,0
391,2018-01-09 03:30:00,58.66,0,0,0,0,0,0,0
392,2018-01-09 04:00:00,56.79,1,0,-300,-150,0,135,-8596
393,2018-01-09 04:30:00,55.68,1,0,-300,-150,135,270,-8428
394,2018-01-09 05:00:00,58.32,1,0,-300,-150,270,405,-8827
395,2018-01-09 05:30:00,57.54,1,0,-300,-150,405,540,-8709
396,2018-01-09 06:00:00,57.88,1,0,-88,-44,540,580,-2570
397,2018-01-09 06:30:00,68.04,1,0,0,0,580,580,0
398,2018-01-09 07:00:00,75.92,0,0,0,0,580,580,0
399,2018-01-09 07:30:00,77.98,0,0,0,0,580,580,0
400,2018-01-09 08:00:00,78.13,0,0,0,0,580,580,0
401,2018-01-09 08:30:00,74.01,1,0,0,0,580,580,0
402,2018-01-09 09:00:00,74.04,1,0,0,0,580,580,0
403,2018-01-09 09:30:00,76.04,0,0,0,0,580,580,0
404,2018-01-09 10:00:00,74.59,0,0,0,0,580,580,0
405,2018-01-09 10:30:00,77.82,0,0,0,0,580,580,0
406,2018-01-09 11:00:00,88.61,0,1,300,135,580,430,11855
407,2018-01-09 11:30:00,88.77,0,1,300,135,430,280,11876
408,2018-01-09 12:00:00,87.4,0,1,300,135,280,130,11693
409,2018-01-09 12:30:00,84.79,0,0,0,0,130,130,0
410,2018-01-09 13:00:00,84.4,0,0,0,0,130,130,0
411,2018-01-09 13:30:00,80.83,0,0,0,0,130,130,0
412,2018-01-09 14:00:00,67.1,1,0,-300,-150,130,265,-10156
413,2018-01-09 14:30:00,71.27,1,0,-300,-150,265,400,-10788
414,2018-01-09 15:00:00,71.37,1,0,-300,-150,400,535,-10803
415,2018-01-09 15:30:00,71.07,1,0,-100,-50,535,580,-3586
416,2018-01-09 16:00:00,80.38,0,0,0,0,580,580,0
417,2018-01-09 16:30:00,85.8,0,0,0,0,580,580,0
418,2018-01-09 17:00:00,111.63,0,1,300,135,580,430,14934
419,2018-01-09 17:30:00,97.13,0,1,300,135,430,280,12995
420,2018-01-09 18:00:00,97.76,0,1,300,135,280,130,13079
421,2018-01-09 18:30:00,73.53,0,0,0,0,130,130,0
422,2018-01-09 19:00:00,76.4,0,0,0,0,130,130,0
423,2018-01-09 19:30:00,72.77,0,0,0,0,130,130,0
424,2018-01-09 20:00:00,74.92,0,0,0,0,130,130,0
425,2018-01-09 20:30:00,81.01,0,0,0,0,130,130,0
426,2018-01-09 21:00:00,81.5,0,1,288,129,130,0,10419
427,2018-01-09 21:30:00,75.37,0,1,0,0,0,0,0
428,2018-01-09 22:00:00,67.06,0,0,0,0,0,0,0
429,2018-01-09 22:30:00,71.86,0,0,0,0,0,0,0
430,2018-01-09 23:00:00,68.5,0,0,0,0,0,0,0
431,2018-01-09 23:30:00,89.95,0,1,0,0,0,0,0
432,2018-01-10 00:00:00,82.63,0,1,0,0,0,0,0
433,2018-01-10 00:30:00,64.01,0,1,0,0,0,0,0
434,2018-01-10 01:00:00,60.62,0,1,0,0,0,0,0
435,2018-01-10 01:30:00,57.29,0,0,0,0,0,0,0
436,2018-01-10 02:00:00,53.96,0,0,0,0,0,0,0
437,2018-01-10 02:30:00,55.25,0,0,0,0,0,0,0
438,2018-01-10 03:00:00,53.47,1,0,-300,-150,0,135,-8093
439,2018-01-10 03:30:00,56.32,0,0,0,0,135,135,0
440,2018-01-10 04:00:00,52.51,1,0,-300,-150,135,270,-7948
441,2018-01-10 04:30:00,56.64,1,0,-300,-150,270,405,-8573
442,2018-01-10 05:00:00,53.04,1,0,-300,-150,405,540,-8028
443,2018-01-10 05:30:00,59.89,1,0,-88,-44,540,580,-2659
444,2018-01-10 06:00:00,60.72,1,0,0,0,580,580,0
445,2018-01-10 06:30:00,68.89,1,0,0,0,580,580,0
446,2018-01-10 07:00:00,91.41,0,0,0,0,580,580,0
447,2018-01-10 07:30:00,89.35,0,0,0,0,580,580,0
448,2018-01-10 08:00:00,76.17,1,0,0,0,580,580,0
449,2018-01-10 08:30:00,84.81,1,0,0,0,580,580,0
450,2018-01-10 09:00:00,88.55,0,0,0,0,580,580,0
451,2018-01-10 09:30:00,91.28,0,0,0,0,580,580,0
452,2018-01-10 10:00:00,92.23,0,0,0,0,580,580,0
453,2018-01-10 10:30:00,94.35,0,0,0,0,580,580,0
454,2018-01-10 11:00:00,96.9,0,1,300,135,580,430,12964
455,2018-01-10 11:30:00,96.59,0,1,300,135,430,280,12922
456,2018-01-10 12:00:00,97.22,0,1,300,135,280,130,13007
457,2018-01-10 12:30:00,91.66,0,1,288,129,130,0,11718
458,2018-01-10 13:00:00,86.45,0,0,0,0,0,0,0
459,2018-01-10 13:30:00,85.86,0,0,0,0,0,0,0
460,2018-01-10 14:00:00,86.41,0,0,0,0,0,0,0
461,2018-01-10 14:30:00,88.55,0,0,0,0,0,0,0
462,2018-01-10 15:00:00,93.63,0,0,0,0,0,0,0
463,2018-01-10 15:30:00,82.1,0,0,0,0,0,0,0
464,2018-01-10 16:00:00,80.1,1,0,-300,-150,0,135,-12124
465,2018-01-10 16:30:00,82.06,0,0,0,0,135,135,0
466,2018-01-10 17:00:00,85.88,0,0,0,0,135,135,0
467,2018-01-10 17:30:00,81.32,0,0,0,0,135,135,0
468,2018-01-10 18:00:00,95.78,0,0,0,0,135,135,0
469,2018-01-10 18:30:00,100.49,0,1,300,135,135,0,13444
470,2018-01-10 19:00:00,101.41,0,1,0,0,0,0,0
471,2018-01-10 19:30:00,85.24,0,0,0,0,0,0,0
472,2018-01-10 20:00:00,94.22,0,1,0,0,0,0,0
473,2018-01-10 20:30:00,110.68,0,1,0,0,0,0,0
474,2018-01-10 21:00:00,76.34,0,0,0,0,0,0,0
475,2018-01-10 21:30:00,61.33,0,0,0,0,0,0,0
476,2018-01-10 22:00:00,59.45,1,0,-300,-150,0,135,-8998
477,2018-01-10 22:30:00,66.94,0,0,0,0,135,135,0
478,2018-01-10 23:00:00,64.77,0,0,0,0,135,135,0
479,2018-01-10 23:30:00,86.81,0,1,300,135,135,0,11614
480,2018-01-11 00:00:00,86.74,0,1,0,0,0,0,0
481,2018-01-11 00:30:00,75.71,0,1,0,0,0,0,0
482,2018-01-11 01:00:00,61.4,0,0,0,0,0,0,0
483,2018-01-11 01:30:00,58.98,0,0,0,0,0,0,0
484,2018-01-11 02:00:00,65.75,0,1,0,0,0,0,0
485,2018-01-11 02:30:00,61.35,0,0,0,0,0,0,0
486,2018-01-11 03:00:00,57.6,1,0,-300,-150,0,135,-8718
487,2018-01-11 03:30:00,59.88,0,0,0,0,135,135,0
488,2018-01-11 04:00:00,57.05,1,0,-300,-150,135,270,-8635
489,2018-01-11 04:30:00,61.84,0,0,0,0,270,270,0
490,2018-01-11 05:00:00,57.17,1,0,-300,-150,270,405,-8653
491,2018-01-11 05:30:00,58.47,1,0,-300,-150,405,540,-8850
492,2018-01-11 06:00:00,64.43,1,0,-88,-44,540,580,-2861
493,2018-01-11 06:30:00,66.93,1,0,0,0,580,580,0
494,2018-01-11 07:00:00,73.21,0,0,0,0,580,580,0
495,2018-01-11 07:30:00,62.89,1,0,0,0,580,580,0
496,2018-01-11 08:00:00,70.11,1,0,0,0,580,580,0
497,2018-01-11 08:30:00,73.14,1,0,0,0,580,580,0
498,2018-01-11 09:00:00,74.87,1,0,0,0,580,580,0
499,2018-01-11 09:30:00,77.34,1,0,0,0,580,580,0
500,2018-01-11 10:00:00,86.1,1,0,0,0,580,580,0
501,2018-01-11 10:30:00,76.81,1,0,0,0,580,580,0
502,2018-01-11 11:00:00,82.78,1,0,0,0,580,580,0
503,2018-01-11 11:30:00,90.02,1,0,0,0,580,580,0
504,2018-01-11 12:00:00,94.08,0,0,0,0,580,580,0
505,2018-01-11 12:30:00,95.65,0,0,0,0,580,580,0
506,2018-01-11 13:00:00,93.27,1,0,0,0,580,580,0
507,2018-01-11 13:30:00,92.49,1,0,0,0,580,580,0
508,2018-01-11 14:00:00,101.98,0,0,0,0,580,580,0
509,2018-01-11 14:30:00,100.24,0,0,0,0,580,580,0
510,2018-01-11 15:00:00,93.55,1,0,0,0,580,580,0
511,2018-01-11 15:30:00,100.25,0,0,0,0,580,580,0
512,2018-01-11 16:00:00,157.52,0,1,300,135,580,430,21074
513,2018-01-11 16:30:00,100.15,0,0,0,0,430,430,0
514,2018-01-11 17:00:00,105.49,0,1,300,135,430,280,14113
515,2018-01-11 17:30:00,101.22,0,1,300,135,280,130,13542
516,2018-01-11 18:00:00,101.55,0,1,288,129,130,0,12982
517,2018-01-11 18:30:00,93.53,0,0,0,0,0,0,0
518,2018-01-11 19:00:00,101.96,0,1,0,0,0,0,0
519,2018-01-11 19:30:00,99.72,0,1,0,0,0,0,0
520,2018-01-11 20:00:00,96.95,0,0,0,0,0,0,0
521,2018-01-11 20:30:00,99.8,0,1,0,0,0,0,0
522,2018-01-11 21:00:00,99.83,0,1,0,0,0,0,0
523,2018-01-11 21:30:00,93.45,0,0,0,0,0,0,0
524,2018-01-11 22:00:00,89.94,0,0,0,0,0,0,0
525,2018-01-11 22:30:00,99.36,0,1,0,0,0,0,0
526,2018-01-11 23:00:00,86.96,0,0,0,0,0,0,0
527,2018-01-11 23:30:00,96.8,0,1,0,0,0,0,0
528,2018-01-12 00:00:00,97.94,0,1,0,0,0,0,0
529,2018-01-12 00:30:00,87.88,0,0,0,0,0,0,0
530,2018-01-12 01:00:00,81.61,0,0,0,0,0,0,0
531,2018-01-12 01:30:00,114.94,0,1,0,0,0,0,0
532,2018-01-12 02:00:00,94.67,0,1,0,0,0,0,0
533,2018-01-12 02:30:00,87.03,0,0,0,0,0,0,0
